Timestamp,Raw_EMG,Independent_Component,Label
0.0,766,-0.8180934834966057,NO
0.0048812235600390495,696,-0.6120148018173277,NO
0.009762447120078099,257,0.6803929304284303,NO
0.014643670680117148,5,1.4222761844738314,NO
0.019524894240156198,5,1.4222761844738314,NO
0.02440611780019525,5,1.4222761844738314,NO
0.029287341360234295,16,1.3898923916385162,NO
0.03416856492027335,80,1.201477596960319,NO
0.039049788480312396,5,1.4222761844738314,NO
0.04393101204035144,6,1.4193322033069844,NO
0.0488122356003905,260,0.6715609869278898,NO
0.053693459160429544,674,-0.5472472161466975,NO
0.05857468272046859,872,-1.1301554871823696,NO
0.06345590628050764,963,-1.398057773365431,NO
0.0683371298405467,888,-1.177259185851919,NO
0.07321835340058575,678,-0.5590231408140848,NO
0.07809957696062479,754,-0.7827657094944438,NO
0.08298080052066384,895,-1.1978670540198468,NO
0.08786202408070289,508,-0.05854634245012376,NO
0.09274324764074195,92,1.166149822958157,NO
0.097624471200781,5,1.4222761844738314,NO
0.10250569476082004,7,1.4163882221401376,NO
0.10738691832085909,5,1.4222761844738314,NO
0.11226814188089813,785,-0.8740291256666954,NO
0.11714936544093718,731,-0.7150541426569667,NO
0.12203058900097624,6,1.4193322033069844,NO
0.12691181256101527,88,1.1779257476255445,NO
0.13179303612105434,97,1.151429917123923,NO
0.1366742596810934,992,-1.4834332272039892,NO
0.14155548324113243,970,-1.4186656415333587,NO
0.1464367068011715,5,1.4222761844738314,NO
0.15131793036121052,234,0.7481044972659074,NO
0.15619915392124958,845,-1.0506679956775054,NO
0.16108037748128864,785,-0.8740291256666954,NO
0.16596160104132768,286,0.5950174765898723,NO
0.17084282460136674,307,0.5331938720860889,NO
0.17572404816140577,671,-0.538415272646157,NO
0.18060527172144483,828,-1.000620315841109,NO
0.1854864952814839,409,0.23290779306771234,NO
0.19036771884152293,233,0.7510484784327542,NO
0.195248942401562,705,-0.6385106323189491,NO
0.20013016596160102,711,-0.6561745193200301,NO
0.20501138952164008,202,0.8423118946050059,NO
0.20989261308167914,369,0.35066703974158553,NO
0.21477383664171817,741,-0.744493954325435,NO
0.21965506020175724,584,-0.2822889111304827,NO
0.22453628376179627,282,0.6067934012572597,NO
0.22941750732183533,472,0.04743697955636209,NO
0.23429873088187436,720,-0.6826703498216515,NO
0.23917995444191342,502,-0.04088245544904277,NO
0.24406117800195248,393,0.28001149173726164,NO
0.24894240156199152,574,-0.25284909946201445,NO
0.25382362512203055,489,-0.0026107002800340017,NO
0.2587048486820696,268,0.6480091375931152,NO
0.26358607224210867,450,0.11220456522699233,NO
0.26846729580214773,821,-0.9800124476731813,NO
0.2733485193621868,522,-0.09976207878597937,NO
0.2782297429222258,245,0.7157207044305922,NO
0.28311096648226486,316,0.5066980415844674,NO
0.2879921900423039,711,-0.6561745193200301,NO
0.292873413602343,749,-0.7680458036602096,NO
0.29775463716238204,331,0.46253832408176504,NO
0.30263586072242105,313,0.5155299850850079,NO
0.3075170842824601,827,-0.9976763346742623,NO
0.31239830784249917,629,-0.4147680636385901,NO
0.31727953140253823,256,0.6833369115952771,NO
0.3221607549625773,455,0.09748465939275819,NO
0.3270419785226163,697,-0.6149587829841745,NO
0.33192320208265536,597,-0.32056066629949154,NO
0.3368044256426944,390,0.28884343523780215,NO
0.3416856492027335,487,0.0032772620536596565,NO
0.34656687276277254,656,-0.4942555551434545,NO
0.35144809632281154,420,0.20052400023239722,NO
0.3563293198828506,278,0.6185693259246469,NO
0.36121054344288966,614,-0.37060834613588767,NO
0.3660917670029287,660,-0.5060314798108418,NO
0.3709729905629678,299,0.5567457214208634,NO
0.3758542141230068,414,0.2181878872334782,NO
0.38073543768304585,695,-0.6090708206504808,NO
0.3856166612430849,662,-0.5119194421445354,NO
0.390497884803124,294,0.5714656272550976,NO
0.39537910836316303,350,0.40660268191167526,NO
0.40026033192320204,720,-0.6826703498216515,NO
0.4051415554832411,693,-0.6031828583167872,NO
0.41002277904328016,231,0.756936440766448,NO
0.4149040026033192,374,0.33594713390735137,NO
0.4197852261633583,746,-0.7592138601596691,NO
0.4246664497233973,778,-0.8534212574987677,NO
0.42954767328343635,278,0.6185693259246469,NO
0.4344288968434754,372,0.3418350962410451,NO
0.43931012040351447,851,-1.0683318826785861,NO
0.44419134396355353,795,-0.9034689373351636,NO
0.44907256752359254,189,0.8805836497740147,NO
0.4539537910836316,469,0.05626892305690258,NO
0.45883501464367066,934,-1.312682319526873,NO
0.4637162382037097,425,0.18580409439816306,NO
0.4685974617637487,150,0.9953989152810411,NO
0.4734786853237878,796,-0.9064129185020107,NO
0.47835990888382685,905,-1.227306865688315,NO
0.4832411324438659,194,0.8658637439397806,NO
0.48812235600390497,195,0.8629197627729337,NO
0.49300357956394397,858,-1.0889397508465142,NO
0.49788480312398303,755,-0.7857096906612906,NO
0.5027660266840221,5,1.4222761844738314,NO
0.5076472502440611,168,0.942407254277798,NO
0.5125284738041002,608,-0.35294445913480665,NO
0.5174096973641392,821,-0.9800124476731813,NO
0.5222909209241783,280,0.6126813635909533,NO
0.5271721444842173,263,0.6627290434273493,NO
0.5320533680442564,835,-1.021228184009037,NO
0.5369345916042955,744,-0.7533258978259755,NO
0.5418158151643345,99,1.1455419547902292,NO
0.5466970387243736,320,0.49492211691708016,NO
0.5515782622844126,882,-1.159595298850838,NO
0.5564594858444516,953,-1.3686179616969627,NO
0.5613407094044907,498,-0.029106530781655468,NO
0.5662219329645297,949,-1.3568420370295755,NO
0.5711031565245688,1018,-1.5599767375420064,NO
0.5759843800846078,1018,-1.5599767375420064,NO
0.5808656036446469,377,0.32711519040681086,NO
0.585746827204686,99,1.1455419547902292,NO
0.590628050764725,654,-0.4883675928097607,NO
0.5955092743247641,548,-0.1763055891239969,NO
0.6003904978848031,5,1.4222761844738314,NO
0.6052717214448421,5,1.4222761844738314,NO
0.6101529450048812,476,0.03566105488897478,NO
0.6150341685649202,592,-0.3058407604652574,NO
0.6199153921249593,107,1.1219901054554546,NO
0.6247966156849983,247,0.7098327420968986,NO
0.6296778392450374,886,-1.1713712235182252,NO
0.6345590628050765,775,-0.8445893139982272,NO
0.6394402863651155,92,1.166149822958157,NO
0.6443215099251546,169,0.9394632731109512,NO
0.6492027334851935,890,-1.1831471481856124,NO
0.6540839570452326,810,-0.9476286548378662,NO
0.6589651806052716,158,0.9718470659462664,NO
0.6638464041653107,320,0.49492211691708016,NO
0.6687276277253498,1017,-1.5570327563751598,NO
0.6736088512853888,965,-1.4039457356991247,NO
0.6784900748454279,98,1.1484859359570763,NO
0.683371298405467,82,1.1955896346266253,NO
0.688252521965506,1017,-1.5570327563751598,NO
0.6931337455255451,1018,-1.5599767375420064,NO
0.698014969085584,149,0.9983428964478879,NO
0.7028961926456231,379,0.3212272280731172,NO
0.7077774162056621,990,-1.4775452648702954,NO
0.7126586397657012,599,-0.3264486286331852,NO
0.7175398633257403,293,0.5744096084219444,NO
0.7224210868857793,743,-0.7503819166591286,NO
0.7273023104458184,936,-1.3185702818605667,NO
0.7321835340058575,357,0.3859948137437475,NO
0.7370647575658965,373,0.33889111507419817,NO
0.7419459811259356,943,-1.3391781500284945,NO
0.7468272046859745,983,-1.4569373967023675,NO
0.7517084282460136,244,0.7186646855974391,NO
0.7565896518060526,393,0.28001149173726164,NO
0.7614708753660917,1018,-1.5599767375420064,NO
0.7663520989261308,1016,-1.5540887752083128,NO
0.7712333224861698,285,0.5979614577567192,NO
0.7761145460462089,442,0.13575641456176696,NO
0.780995769606248,990,-1.4775452648702954,NO
0.785876993166287,567,-0.2322412312940867,NO
0.7907582167263261,277,0.6215133070914938,NO
0.795639440286365,809,-0.9446846736710194,NO
0.8005206638464041,909,-1.2390827903557022,NO
0.8054018874064431,273,0.6332892317588811,NO
0.8102831109664822,245,0.7157207044305922,NO
0.8151643345265213,948,-1.3538980558627287,NO
0.8200455580865603,677,-0.5560791596472379,NO
0.8249267816465994,5,1.4222761844738314,NO
0.8298080052066384,77,1.2103095404608597,NO
0.8346892287666775,145,1.0101188211152752,NO
0.8395704523267166,719,-0.6797263686548047,NO
0.8444516758867555,433,0.16225224506338842,NO
0.8493328994467946,5,1.4222761844738314,NO
0.8542141230068336,5,1.4222761844738314,NO
0.8590953465668727,654,-0.4883675928097607,NO
0.8639765701269118,461,0.07982077239167722,NO
0.8688577936869508,5,1.4222761844738314,NO
